Entry	Gene names
Q6ZU52	KIAA0408
Q05925	EN1
Q9NP08	HMX1 H6
Q9UPZ3	HPS5 AIBP63 KIAA1017
O95757	HSPA4L APG1 OSP94
O14558	HSPB6
O60921	HUS1
A4D126	ISPD
O95235	KIF20A MKLP2 RAB6KIFL
Q6NV74	KIAA1211L C2orf55
Q9BQS6	HSPB9
Q99706	KIR2DL4 CD158D KIR103AS
Q14952	KIR2DS3 NKAT7
O00139	KIF2A KIF2 KNS2
P15884	TCF4 BHLHB19 ITF2 SEF2
P53990	IST1 KIAA0174
Q08881	ITK EMT LYK
P18564	ITGB6
Q13349	ITGAD
O14713	ITGB1BP1 ICAP1
Q9Y219	JAG2
Q9P266	JCAD KIAA1462
Q86YT9	JAML AMICA1 UNQ722/PRO1387
Q92833	JARID2 JMJ
P17535	JUND
Q15652	JMJD1C JHDM2C KIAA1380 TRIP8
Q9H9V9	JMJD4
Q6ZU35	KIAA1211
Q9UJY1	HSPB8 CRYAC E2IG1 HSP22 PP1629
Q8NHK3	KIR2DL5B CD158F CD158F2 KIR2DL5 KIR2DLX
P43629	KIR3DL1 CD158E NKAT3 NKB1
Q8IX03	WWC1 KIAA0869
Q96FN5	KIF12
P56199	ITGA1
Q96J02	ITCH
Q8N4N8	KIF2B
Q2M1V0	ISX RAXLX
Q9ULR0	ISY1 KIAA1160
P26440	IVD
O14782	KIF3C
Q14624	ITIH4 IHRP ITIHL1 PK120 PRO1851
P23229	ITGA6
P83110	HTRA3 PRSP
Q9NQT8	KIF13B GAKIN KIAA0639
O75037	KIF21B KIAA0449
P19823	ITIH2 IGHEP2
O95239	KIF4A KIF4
P16144	ITGB4
P11215	ITGAM CD11B CR3A
Q6PHW0	IYD C6orf71 DEHAL1
Q92613	JADE3 KIAA0215 PHF16
P78504	JAG1 JAGL1
Q6UXV1	IZUMO2 C19orf41 SCRL UNQ6978/PRO21961
Q8WYK2	JDP2
Q13387	MAPK8IP2 IB2 JIP2 PRKM8IPL
P35527	KRT9
Q96S86	HAPLN3 EXLD1 UNQ238/PRO271
P28290	ITPRID2 CS1 KIAA1927 KRAP SSFA2
P12035	KRT3
P35900	KRT20
Q9H910	JPT2 C16orf34 HN1L L11
O60268	KIAA0513
P19012	KRT15 KRTB
Q0VF49	KIAA2012
Q68EN5	KIAA0895L
Q04695	KRT17
Q96PQ7	KLHL5
Q5JT82	KLF17 ZNF393
P07288	KLK3 APS
Q3LI54	KRTAP19-8 KAP19.8
O43813	LANCL1 GPR69A
Q9NZS2	KLRF1 CLEC5C ML
Q93100	PHKB
Q96NJ5	KLHL32 BKLHD5 KIAA1900
A6NCF5	KLHL33
Q8N239	KLHL34
O15550	KDM6A UTX
Q9UKR3	KLK13 KLKL4
Q9BYQ4	KRTAP9-2 KAP9.2 KRTAP9.2
Q3LI70	KRTAP19-6 KAP19.6
Q05513	PRKCZ PKC2
Q5T749	KPRP C1orf45
O15054	KDM6B JMJD3 KIAA0346
Q03164	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1
Q15418	RPS6KA1 MAPKAPK1A RSK1
Q3MIV0	KRTAP22-1 KAP22.1
Q9BQD3	KXD1 C19orf50
Q9NS86	LANCL2 GPR69B TASP
O76015	KRT38 HHA8 HKA8 KRTHA8
Q99612	KLF6 BCD1 COPEB CPBP ST12
Q13887	KLF5 BTEB2 CKLF IKLF
P04433	IGKV3-11
P01624	IGKV3-15
Q8IUC0	KRTAP13-1 KAP13.1 KRTAP13.1
P20151	KLK2
Q49AS3	LRRC37A5P C9orf29
C9JBD0	KRBOX1
P25391	LAMA1 LAMA
P14618	PKM OIP3 PK2 PK3 PKM2
Q7Z4W3	KRTAP19-3 KAP19.3
Q6ZNG9	KRBA2
Q8IZD2	KMT2E MLL5
O43790	KRT86 KRTHB6
A8MUX0	KRTAP16-1 KAP16.1
P60985	KRTDAP KDAP UNQ467/PRO826
P0C5Y4	KRTAP1-4 KAP1.4 KRTAP1.4
P17252	PRKCA PKCA PRKACA
Q9NSB2	KRT84 KRTHB4
A6NMS7	LRRC37A LRRC37A1
O75690	KRTAP5-8 KAP5.8 KRTAP5.8 UHSKB
Q53GT1	KLHL22
A0A0C4DH24	IGKV6-21
A0A0C4DH72	IGKV1-6
Q2LD37	KIAA1109 FSA KIAA1371
Q5VV43	KIAA0319
Q14532	KRT32 HHA2 HKA2 KRTHA2
O94854	KIAA0754
P08729	KRT7 SCL
Q9Y6K8	AK5
Q8NB78	KDM1B AOF1 C6orf193 LSD2
Q06136	KDSR FVT1 SDR35C1
Q9Y2Y9	KLF13 BTEB3 NSLP1
A0A0C4DH68	IGKV2-24
A0A087WSY6	IGKV3D-15
Q9BQ66	KRTAP4-12 KAP4.12 KRTAP4.12
Q6ZV70	LANCL3
Q9GZZ8	LACRT
Q5T7P2	LCE1A LEP1
Q15349	RPS6KA2 MAPKAPK1C RSK3
P02795	MT2A CES1 MT2
Q8NCW0	KREMEN2 KRM2
Q6VAB6	KSR2
Q86YQ2	BPIFA4P BASE LATH
Q13753	LAMC2 LAMB2T LAMNB2
P0C7H8	KRTAP2-3 KAP2.3 KRTAP2.3
P30613	PKLR PK1 PKL
P01597	IGKV1-39
Q9BYE3	LCE3D LEP16 SPRL6A SPRL6B
O95232	LUC7L3 CREAP1 CROP O48
P01601	IGKV1D-16
Q6UX15	LAYN UNQ208/PRO234
A0A0A0MRZ7	IGKV2D-26
Q4FZB7	KMT5B SUV420H1 CGI-85
Q5VSP4	LCN1P1 LCN1L1
Q8N370	SLC43A2 LAT4 PP7664
Q3ZCW2	LGALSL GRP HSPC159
Q5TA77	LCE3B LEP14
P24043	LAMA2 LAMM
Q8N5S9	CAMKK1 CAMKKA
Q6PF15	KLHL35
Q9P2N7	KLHL13 BKLHD2 KIAA1309
Q6UWL6	KIRREL2 NEPH3 UNQ5827/PRO19646
Q3LI66	KRTAP6-2 KAP6.2
P78386	KRT85 KRTHB5
P51812	RPS6KA3 ISPK1 MAPKAPK1B RSK2
A0A0B4J2D9	IGKV1D-13
A8MVA2	KRTAP9-6 KAP9.6 KRTAP9.6 KRTAP9L2
Q3LI73	KRTAP19-4 KAP19.4
P01611	IGKV1D-12
A0A075B6S4	IGKV1D-17
P25713	MT3
O15230	LAMA5 KIAA0533 KIAA1907
A0A0C4DH67	IGKV1-8
A0A075B6S5	IGKV1-27
Q96JN0	LCOR C10orf12 KIAA1795 MLR2
P01615	IGKV2D-28
Q5TA76	LCE3A LEP13
Q8MH63	SLC7A5P1 MLAS
Q6UWM7	LCTL KLPH UNQ3022/PRO9820
Q9UK32	RPS6KA6 RSK4
Q6L8G5	KRTAP5-10 KAP5.10 KRTAP5.10
P01602	IGKV1-5
P11279	LAMP1
O75840	KLF7 UKLF
Q3LI58	KRTAP21-1 KAP21.1
A5PL33	KRBA1 KIAA1862
P05771	PRKCB PKCB PRKCB1
Q92876	KLK6 PRSS18 PRSS9
A0A087WW87	IGKV2-40
Q9BYQ6	KRTAP4-11 KAP4.14 KRTAP4-14 KRTAP4.11 KRTAP4.14
P18627	LAG3 FDC
Q71F78	LCA10
Q6GTX8	LAIR1 CD305
A0A087WSZ0	IGKV1D-8
A0A0A0MRZ8	IGKV3D-11
Q13571	LAPTM5 KIAA0085
O00515	LAD1 LAD
P01593	IGKV1D-33
Q3LI72	KRTAP19-5 KAP19.5
P23919	DTYMK CDC8 TMPK TYMK
O95461	LARGE1 KIAA0609 LARGE
Q5T5B0	LCE3E LEP17
Q5TA78	LCE4A LEP8 SPRL4A
O75582	RPS6KA5 MSK1
P06315	IGKV5-2
Q9H079	KATNBL1 C15orf29
Q53H82	LACTB2 CGI-83
Q9BYT5	KRTAP2-2 KAP2.2 KRTAP2.2
Q9BYR8	KRTAP3-1 KAP3.1 KRTAP3.1
O95447	LCA5L C21orf13
Q6L8H4	KRTAP5-1 KAP5.1 KRN1L KRTAP5.1
Q96B70	LENG9
Q5TCM9	LCE5A LEP18 SPRL5A
Q9BYR2	KRTAP4-5 KAP4.5 KRTAP4.5
P62502	LCN6 LCN5 UNQ643/PRO1273
Q6JVE9	LCN8 LCN5
Q8WX39	LCN9
A0A0C4DH55	IGKV3D-7
Q6XYB7	LBX2 LP3727
O76011	KRT34 HHA4 HKA4 KRTHA4
Q16787	LAMA3 LAMNA
A0A0C4DH25	IGKV3D-20
P07195	LDHB
Q9NVR5	DNAAF2 C14orf104 KTU
Q659C4	LARP1B LARP2
P60368	KRTAP10-2 KAP10.2 KAP18-2 KRTAP10.2 KRTAP18-2 KRTAP18.2
O00214	LGALS8
Q8IWV1	LAX1 LAX
Q9UIC8	LCMT1 LCMT CGI-68
P23443	RPS6KB1 STK14A
A4D1U4	LCHN KIAA1147
Q9NQR1	KMT5A PRSET7 SET07 SET8 SETD8
Q569H4	PRR16
P05162	LGALS2
P60372	KRTAP10-4 KAP10.4 KAP18-4 KRTAP10.4 KRTAP18-4 KRTAP18.4
P48357	LEPR DB OBR
Q96DT5	DNAH11
A2CJ06	DYTN
Q96C11	FGGY
O75822	EIF3J EIF3S1 PRO0391
Q9UBQ5	EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001
Q7L2H7	EIF3M HFLB5 PCID1 GA17 PNAS-125
Q12926	ELAVL2 HUB
Q14576	ELAVL3 HUC PLE21
P60002	ELOF1
P0C7U0	ELFN1 PPP1R28
Q8IZ81	ELMOD2
P02679	FGG PRO2061
Q8TAL6	FIBIN PSEC0235
P29317	EPHA2 ECK
B3EWG3	FAM25A
B3EWG5	FAM25C
A8MYX2	FAM25E FAM25D
B3EWG6	FAM25G
O95750	FGF19 UNQ334/PRO533
Q9HCT0	FGF22 UNQ2500/PRO5800
Q9GZV9	FGF23 HYPF UNQ3027/PRO9828
P12034	FGF5
Q8IUX8	EGFL6 MAEG PP648 UNQ281/PRO320
Q9H4M9	EHD1 PAST PAST1 CDABP0131
P31371	FGF9
Q96KS0	EGLN2 EIT6
P17813	ENG END
P18146	EGR1 KROX24 ZNF225
Q96D98	EID2B EID3
Q8N9N8	EIF1AD
P41567	EIF1 SUI1
O15372	EIF3H EIF3S3
P02671	FGA
Q9HBU6	ETNK1 EKI1
P78545	ELF3 ERT ESX JEN
P33316	DUT
Q02413	DSG1 CDHF4
O00148	DDX39A DDX39
Q96DC8	ECHDC3 PP1494 PP8332
P30084	ECHS1
P00533	EGFR ERBB ERBB1 HER1
Q14512	FGFBP1 FGFBP HBP17
Q9H223	EHD4 HCA10 HCA11 PAST4 FKSG7
Q9H9B1	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D
O14681	EI24 PIG8
Q8NDI1	EHBP1 KIAA0903 NACSIN
Q8N140	EID3
Q9BY44	EIF2A CDA02 MSTP004 MSTP089
P60228	EIF3E EIF3S6 INT6
Q08830	FGL1 HFREP1
P09769	FGR SRC2
Q5JVL4	EFHC1
O00418	EEF2K
Q9NX77	ERVK13-1
O42043	ERVK-18
P61566	ERVK-24
P61570	ERVK-25
Q9HDB8	ERVK-5 ERVK5
Q69384	ERVK-6 ERVK6
P61567	ERVK-7
Q02790	FKBP4 FKBP52
Q13451	FKBP5 AIG6 FKBP51
O75344	FKBP6 FKBP36
Q9Y680	FKBP7 FKBP23 UNQ670/PRO1304
P13929	ENO3
P21709	EPHA1 EPH EPHT EPHT1
Q9H8M9	EVA1A FAM176A TMEM166 SP24
Q8IVF4	DNAH10 KIAA2017
Q658K8	EEF1DP3
P29692	EEF1D EF1D
O75461	E2F6
Q6NXP0	EFCAB12 C3orf25
O95208	EPN2 KIAA1065
O15197	EPHB6
P38117	ETFB FP585
Q8N693	ESX1 ESX1L ESX1R
A0FGR8	ESYT2 FAM62B KIAA1228
Q6IPR1	ETFRF1 LYRM5
Q3ZM63	ETDA
P0DPP9	ETDB
A0A1B0GVM5	ETDC
A0A1B0GTK5	FAM236D
P55265	ADAR ADAR1 DSRAD G1P1 IFI4
Q96PT4	DUX3
P0DPD7	EEF1AKMT4
Q9Y2G0	EFR3B KIAA0953
P02771	AFP HPAFP
Q9NZW4	DSPP
O43921	EFNA2 EPLG6 LERK6
Q15768	EFNB3 EPLG8 LERK8
Q92630	DYRK2
P0CJ87	DUX4L4
P43003	SLC1A3 EAAT1 GLAST GLAST1
Q6RFH8	DUX4L9 DUX4C
P60608	ERVFC1-1
Q9BUY7	EFCAB11 C14orf143
Q96AZ1	EEF1AKMT3 FAM119B HCA557A METTL21B
P16591	FER TYK3
Q08426	EHHADH ECHD
P14138	EDN3
Q96AC1	FERMT2 KIND2 MIG2 PLEKHC1
Q8NCM8	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997
P13639	EEF2 EF2
Q96C19	EFHD2 SWS1
Q9H2C0	GAN GAN1 KLHL16
P14867	GABRA1
O14893	GEMIN2 SIP1
Q8IVV7	GID4 C17orf39 VID24
P0CL80	GAGE12F
Q4G0N0	GGTA1P GGTA1
P01814	IGHV2-70
Q9UBU3	GHRL MTLRP UNQ524/PRO1066
A6NEF3	GOLGA6L4
A6NI86	GOLGA6L10 GOLGA6L18
P01825	IGHV4-59
P14770	GP9
Q04637	EIF4G1 EIF4F EIF4G EIF4GI
O43432	EIF4G3
P63241	EIF5A
Q5TF58	IFFO2
Q9H496	TOR1AIP2 IFRG15
P09912	IFI6 G1P3
Q6UWM5	GLIPR1L1 UNQ2972/PRO7434
Q9BZJ8	GPR61 BALGR GPCR3
O95800	GPR75
Q9NQS5	GPR84 EX33
Q86YR5	GPSM1 AGS3
Q14623	IHH
Q8IYA8	CCDC36 IHO1
Q5VVH5	IRAK1BP1
Q9BYH8	NFKBIZ IKBZ INAP MAIL
Q4G1C9	GLIPR1L2
P30550	GRPR
Q5TC63	GRTP1 TBC1D6
P07492	GRP
Q13422	IKZF1 IK1 IKAROS LYF1 ZNFN1A1
Q9UKS7	IKZF2 HELIOS ZNFN1A2
Q9H2S9	IKZF4 KIAA1782 ZNFN1A4
Q9H5V7	IKZF5 ZNFN1A5
A4D1B5	GSAP PION
Q9NRJ2	GSN-AS1 C9orf31 MOST2
P29459	IL12A NKSF1
P31785	IL2RG
Q6EBC2	IL31
O95760	IL33 C9orf26 IL1F11 NFHEV
Q6ZMJ4	IL34 C16orf77
Q9NZH7	IL36B IL1F8 IL1H2
Q9NZH8	IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737
O15217	GSTA4
P08700	IL3
Q7RTV2	GSTA5
P24394	IL4R IL4RA 582J2.1
P05112	IL4
P09488	GSTM1 GST1
P08887	IL6R
P28161	GSTM2 GST4
P40189	IL6ST
Q03013	GSTM4
Q9H4Y5	GSTO2
P09211	GSTP1 FAEES3 GST3
P16871	IL7R
P30711	GSTT1
P10145	CXCL8 IL8
A0A1W2PR19	GSTT4 GSTTP1
Q8NBJ5	COLGALT1 GLT25D1 PSEC0241
Q9BZM3	GSX2 GSH2
Q6EKJ0	GTF2IRD2B
Q4AE62	GTDC1
Q9H0C8	ILKAP
O43824	GTPBP6 PGPL
A4D1E9	GTPBP10 OBGH2 UG0751c10
O00178	GTPBP1
P22732	SLC2A5 GLUT5
Q9UGQ3	SLC2A6 GLUT9
Q6PXP3	SLC2A7 GLUT7
Q9NRM0	SLC2A9 GLUT9
Q9NYZ3	GTSE1
Q9Y2T3	GDA KIAA1258
Q16661	GUCA2B
P51841	GUCY2F GUC2F RETGC2
Q8N442	GUF1
Q9UBP9	GULP1 CED6 GULP
Q8N7I0	GVQW1 TIGD1L2
A0A096LPI5	GVQW2
Q3ZCU0	GVQW3
Q4G148	GXYLT1 GLT8D3
P16403	HIST1H1C H1F2
O14756	HSD17B6 RODH SDR9C6
Q53T59	HS1BP3
Q8IZA3	H1FOO H1OO OSH1
Q96KK5	HIST1H2AH HIST1H2AI
P0C5Y9	H2AFB1
P0C0S8	HIST1H2AG H2AFP; HIST1H2AI H2AFC; HIST1H2AK H2AFD; HIST1H2AL H2AFI; HIST1H2AM H2AFN
Q71UI9	H2AFV H2AV
Q96A08	HIST1H2BA TSH2B
P16104	H2AFX H2AX
P33778	HIST1H2BB H2BFF
Q93079	HIST1H2BH H2BFJ
Q9UJM8	HAO1 GOX1 HAOX1
P02008	HBZ HBZ2
P68871	HBB
P02042	HBD
Q99075	HBEGF DTR DTS HEGFL
P02100	HBE1 HBE
P69891	HBG1 PRO2979
Q6B0K9	HBM HBAP2
Q9Y450	HBS1L HBS1 KIAA1038
Q96LU5	IMMP1L
Q96T52	IMMP2L
Q9BYQ7	KRTAP4-1 KAP4.10 KRTAP4-10 KRTAP4.1 KRTAP4.10
O95751	LDOC1 BCUR1
P11137	MAP2
Q7Z429	GRINA LFG1 NMDARA1 TMBIM3
Q8IV50	LYSMD2
O75951	LYZL6 LYC1 UNQ754/PRO1485
P0DP75	MED14OS MED14-AS1
Q9BXT6	MOV10L1
Q9NPA3	MID1IP1 MIG12
Q6ZN16	MAP3K15 ASK3
A1Z1Q3	MACROD2 C20orf133
P43358	MAGEA4 MAGE4
Q9BW11	MXD3 BHLHC13 MAD3
P43363	MAGEA10 MAGE10
Q9H6Y5	MAGIX
P57077	MAP3K7CL C21orf7 TAK1L
Q96LZ2	MAGEB10
P43355	MAGEA1 MAGE1 MAGE1A
Q8WWC4	MAIP1 C2orf47
Q5TCQ9	MAGI3 KIAA1634
Q92585	MAML1 KIAA0200
Q8IZL2	MAML2 KIAA1819
Q5VSG8	MANEAL
P55145	MANF ARMET ARP
P48163	ME1
Q9P2G4	MAP10 KIAA1383 MTR120
P53582	METAP1 KIAA0094
P78559	MAP1A MAP1L
P46821	MAP1B
Q66K74	MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1
P27816	MAP4
Q96JE9	MAP6 KIAA1878
Q9UPY8	MAPRE3
Q49MG5	MAP9 ASAP
Q9UEW3	MARCO SCARA2
Q9NS73	MBIP BM-015
A4D2B0	MBLAC1
Q6P1A2	LPCAT3 MBOAT5 OACT5
Q96EY5	MVB12A CFBP FAM125A
Q13394	MAB21L1 CAGR1 Nbla00126
Q9HCC0	MCCC2 MCCB
Q5U623	ATF7IP2 MCAF2
Q8IX19	MCEMP1 C19orf59
O60942	RNGTT CAP1A
Q8NI22	MCFD2 SDNSF
Q7L590	MCM10 PRO2249
Q9GZU1	MCOLN1 ML4 MSTP080
P33993	MCM7 CDC47 MCM2
Q9UJA3	MCM8 C20orf154
Q9NXL9	MCM9 C6orf61 MCMDC1
Q9Y6D9	MAD1L1 MAD1 TXBP181
Q9NWR8	MCUB CCDC109B
Q8NFP4	MDGA1 MAMDC3
Q7Z553	MDGA2 MAMDC1 UNQ8188/PRO23197
Q15528	MED22 SURF5
Q02080	MEF2B XMEF2
Q14814	MEF2D
A6BM72	MEGF11 KIAA1781 UNQ1949/PRO4432
Q9H1U4	MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305
O00470	MEIS1
O14770	MEIS2 MRG1
Q99687	MEIS3 MRG2
Q9Y316	MEMO1 C2orf4 MEMO NS5ATP7 CGI-27
Q5VYS4	MEDAG AWMS3 C13orf33 MEDA4
Q02078	MEF2A MEF2
Q16820	MEP1B
Q9BUN1	MENT C1orf56 UNQ547/PRO1104
P50221	MEOX1 MOX1
Q7L2J0	MEPCE BCDIN3
P35240	NF2 SCH
Q8N4P3	HDDC3 MESH1
Q5EB52	MEST PEG1
Q9HCE5	METTL14 KIAA1627
P53602	MVD MPD
A6NJ78	METTL15 METT5D1
P10243	MYBL1 AMYB
Q99417	MYCBP AMY1
Q8N699	MYCT1 MTLC MTMC1
Q96QE2	SLC2A13
P23409	MYF6 BHLHC4 MRF4
Q8TCB7	METTL6
Q9H1A3	METTL9 DREV CGI-81
Q13126	MTAP MSAP
Q8N5U1	MS4A15
A6NCF6	MAGEA13P
Q16706	MAN2A1 MANA2
Q9Y2E5	MAN2B2 KIAA0935
Q9NTJ4	MAN2C1 MANA MANA1
Q9H9H5	MAP6D1
O43708	GSTZ1 MAAI
Q5TCX8	MAP3K21 KIAA1804 MLK4
Q9Y2U5	MAP3K2 MAPKKK2 MEKK2
Q05195	MXD1 MAD
P43364	MAGEA11 MAGE11
O75444	MAF
P43366	MAGEB1 MAGEL1 MAGEXP
Q9UJ55	MAGEL2 NDNL1
Q9Y5Q3	MAFB KRML
P43357	MAGEA3 MAGE3
Q9Y5V3	MAGED1 NRAGE PP2250 PRO2292
Q9UNF1	MAGED2 BCG1
Q9HCI5	MAGEE1 HCA1 KIAA1587
Q3KP22	MAJIN C11orf85
Q13021	MALL BENE
Q96QZ7	MAGI1 AIP3 BAIAP1 BAP1 TNRC19
Q8N4S9	MARVELD2 TRIC
Q96A59	MARVELD3 MRVLDC3
Q96JK9	MAML3 KIAA1816
Q16655	MLANA MART1
Q5VT66	MARC1 MOSC1
Q14244	MAP7
Q9Y2H9	MAST1 KIAA0973 SAST
P29966	MARCKS MACS PRKCSL
O60307	MAST3 KIAA0561
Q9P0L2	MARK1 KIAA1477 MARK
Q6ZN01	MAMSTR MASTR
Q96EH3	MALSU1 C7orf30
Q96L34	MARK4 KIAA1860 MARKL1
Q8N8R3	SLC25A29 C14orf69 ORNT3
Q96PE7	MCEE
Q9BQD1	PMCHL2
D6RGH6	MCIDAS IDAS MCI MCIN
P20382	PMCH MCH
Q14566	MCM6
Q8IZK6	MCOLN2
Q8TDD5	MCOLN3
P33992	MCM5 CDC46
Q6DN14	MCTP1
Q71F56	MED13L KIAA1025 PROSIT240 THRAP2 TRAP240L
A0A1B0GVS7	MDFIC2
Q5I0G3	MDH1B
O15151	MDM4 MDMX
Q9NU22	MDN1 KIAA0301
P21439	ABCB4 MDR3 PGY3
O60244	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170
Q9UHV7	MED13 ARC250 KIAA0593 THRAP1 TRAP240
Q9NVC6	MED17 ARC77 CRSP6 DRIP77 DRIP80 TRAP80
Q13503	MED21 SRB7 SURB7
O75448	MED24 ARC100 CRSP4 DRIP100 KIAA0130 THRAP4 TRAP100
Q71SY5	MED25 ACID1 ARC92 PTOV2 TCBAP0758
Q9ULK4	MED23 ARC130 CRSP3 DRIP130 KIAA1216 SUR2
Q9NPJ6	MED4 ARC36 DRIP36 VDRIP HSPC126
Q9NX70	MED29 IXL
Q06413	MEF2C
O15553	MEFV MEF TRIM20
Q96KG7	MEGF10 KIAA1780
O75095	MEGF6 EGFL3 KIAA0815
Q7Z7M0	MEGF8 C19orf49 EGFL4 KIAA0817
Q5TIA1	MEI1
A0A087WXM9	MEIKIN
A2RUB1	MEIOC C17orf104
P50222	MEOX2 GAX MOX2
Q9NQ76	MEPE
Q9UIF7	MUTYH MYH
Q86XA0	METTL23 C17orf95
Q5JXM2	METTL24 C6orf186
Q96IZ6	METTL2A METTL2 HSPC266
Q9H8H3	METTL7A PRO0066 UNQ1902/PRO4348
Q9H7H0	METTL17 METT11D1
Q53QV2	LBH
Q6ISS4	LAIR2 CD306
Q8NC56	LEMD2
O15480	MAGEB3
Q9H0U3	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244
O60732	MAGEC1
P20916	MAG GMA
Q13495	MAMLD1 CG1 CXorf6
Q9NQG1	MANBAL
Q9Y2U8	LEMD3 MAN1
P21145	MAL
Q5SRI9	MANEA
Q6UB28	METAP1D MAP1D
P49137	MAPKAPK2
Q16644	MAPKAPK3
Q9NX47	MARCH5 RNF153
P48740	MASP1 CRARF CRARF1 PRSS5
O00187	MASP2
Q86YJ5	MARCH9 RNF179
Q8NA82	MARCH10 RNF190
Q7KZI7	MARK2 EMK1
P27448	MARK3 CTAK1 EMK2
P35410	MAS1L MRG
Q8TCQ1	MARCH1 RNF171
Q9P0N8	MARCH2 RNF172 HSPC240
Q7Z434	MAVS IPS1 KIAA1271 VISA
Q9NR56	MBNL1 EXP KIAA0428 MBNL
Q5VZF2	MBNL2 MBLL MBLL39 MLP1
A2RUH7	MYBPHL
Q6ZNC8	MBOAT1 OACT1
Q8WWY6	MBD3L1 MBD3L
A6NDZ8	MBD3L4
A0A1B0GVZ6	MBD3L2B
Q05BQ5	MBTD1
P41968	MC3R
P33032	MC5R
O15068	MCF2L KIAA0362 OST
Q99705	MCHR1 GPR24 SLC1
Q9BTE3	MCMBP C10orf119
Q8NEM0	MCPH1
P25205	MCM3
C9JLW8	MCRIP1 FAM195B GRAN2
Q96EZ8	MCRS1 INO80Q MSP58
Q6DN12	MCTP2
P49901	SMCP MCS MCSP
Q13257	MAD2L1 MAD2
Q9P1T7	MDFIC
Q8TC05	MDM1
Q00987	MDM2
P08183	ABCB1 MDR1 PGY1
Q8NDY4	MDS2
O60682	MSC ABF1 BHLHA22
Q8N9H8	EXD3 HBE269
Q9BV79	MECR NBRF1 CGI-63
Q9P086	MED11 HSPC296
Q93074	MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230
Q9BUE0	MED18
Q15648	MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2
Q9H944	MED20 TRFP
O95402	MED26 ARC70 CRSP7
Q96HR3	MED30 THRAP6 TRAP25
P40306	PSMB10 LMP10 MECL1
A5LHX3	PSMB11
P49768	PSEN1 AD3 PS1 PSNL1
O95456	PSMG1 C21LRP DSCR2 PAC1
Q9BT73	PSMG3 C7orf48 PAC3
Q8IV42	PSTK C10orf89
Q6UWS5	PET117 UNQ607/PRO1194
P26599	PTBP1 PTB
Q9Y6C5	PTCH2 UNQ560/PRO1121/PRO57079
Q6ZW05	PTCHD4 C6orf138 PTCH53
Q8WV60	PTCD2
Q86Y79	PTRH1 C9orf115
P20264	POU3F3 BRN1 OTF8
Q12837	POU4F2 BRN3B
Q9NXH3	PPP1R14D GBPI
Q9BZL4	PPP1R12C LENG3 MBS85
P30405	PPIF CYP3
P23942	PRPH2 PRPH RDS TSPAN22
P07225	PROS1 PROS
Q8N8Z3	PRR26 C10orf108
Q6MZQ0	PRR5L PROTOR2
A1L453	PRSS38 MPN2
P20618	PSMB1 PSC5
P49721	PSMB2
Q5JS54	PSMG4 C6orf86 PAC4
Q06323	PSME1 IFI5111
Q14997	PSME4 KIAA0077
Q92530	PSMF1
Q969U7	PSMG2 HCCA3 PAC2 TNFSF5IP1
Q9HC23	PROK2 BV8
O60508	CDC40 EHB3 PRP17 PRPF17
P60900	PSMA6 PROS27
P28062	PSMB8 LMP7 PSMB5i RING10 Y2
P28065	PSMB9 LMP2 PSMB6i RING12
P62714	PPP2CB
Q9H2H8	PPIL3
P35813	PPM1A PPPM1A
Q86UA1	PRPF39
Q8IZ63	PRR22
Q96S07	PRR25 gs64
Q86XN7	PROSER1 C13orf23 KIAA2032
Q53SZ7	PRR30 C2orf53
Q99633	PRPF18 HPRP18
Q86TP1	PRUNE1 PRUNE
P79522	PRR3 CAT56
O43395	PRPF3 HPRP3 PRP3
Q13523	PRPF4B KIAA0536 PRP4 PRP4H PRP4K
Q6ZR98	PRSS43
Q96HE9	PRR11
Q9ULL5	PRR12 KIAA1205
Q9NZ81	PRR13 TXR1 BM-041
P25788	PSMA3 HC8 PSC8
O15355	PPM1G PPM1C
Q8TCE9	LGALS14 PPL13
P45877	PPIC CYPC
Q96MI6	PPM1M PPM1E
O43586	PSTPIP1 CD2BP1
P53041	PPP5C PPP5
Q8WY54	PPM1E CAMKN KIAA1072 POPX1
Q5T8A7	PPP1R26 KIAA0649
Q86WC6	PPP1R27 DYSFIP1
Q9Y3C6	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984
Q7Z5V6	PPP1R32 C11orf66
P06401	PGR NR3C3
O75626	PRDM1 BLIMP1
Q9NQX1	PRDM5 PFM2
Q06830	PRDX1 PAGA PAGB TDPX2
P16471	PRLR
P20265	POU3F2 BRN2 OCT7 OTF7
Q9UKY4	POMT2
